Name,Ingredients,Direction
Swedish Pancakes,"['1 1/2  cups    milk', '2   tablespoons    butter', '4       eggs', '3/4  cup    flour', '1   teaspoon    baking powder', '1/2  teaspoon    salt', '  lingonberry (optional)']","['Sift dry ingredients together.', 'Warm the milk and butter just until the butter has melted. .', 'Add the eggs, then the dry ingredients.', ""Lightly  coat a crepe pan or nonstick frying pan  with butter. This batter is thin, so I don't recommend a griddle, it will run all over!"", 'Pour a third of a cup into the hot pan, medium -high  wait a minute or two until the edges  curl, flip over, another minute and remove to a warm plate. Continue until the batter is gone.', 'Serve with real maple syrup, Lingonberries, powdered sugar, whatever you like really! Enjoy!', 'By the way, my amount of finished pancakes is  only guesswork.']"
Churro Cupcakes,"['1 1/2  cups    all-purpose flour', '1 1/2  teaspoons    cinnamon', '1 1/2  teaspoons    baking powder', '1/2  teaspoon    salt', '1/2  cup    unsalted butter, at room temperature  (1 stick)', '1   cup    sugar', '2       eggs', '2   teaspoons    vanilla extract', '1/4  cup    vegetable oil', '1/2  cup    milk', '4   ounces    cream cheese, at room temperature ', '4   tablespoons    unsalted butter, at room temperature ', ""2   cups    confectioners' sugar"", '1   teaspoon    vanilla extract', '1   teaspoon    cinnamon']","['To make the cupcakes: Preheat the oven to 350 degrees. Line a muffin pan with cupcake liners; set aside.', 'In a medium bowl, combine the flour, cinnamon, baking powder, and salt; set aside.', 'In a large bowl, or the bowl of a standing mixer, cream the butter and sugar together until light and fluffy. Add the eggs, one at a time, until just combined then stir in the vanilla and oil. Sprinkle 1/3 of the flour mixture over the butter mixture and gently stir in until barely combined. Add half of the milk, mixing until just combined. Repeat these steps with the remaining flour mixture and milk, ending with the flour. Do not over mix.', 'Fill each cupcake tin with 2 tablespoons of batter, or until the cupcake tin is filled half way. Bake the cupcakes for 14 to 16 minutes, or until a toothpick inserted in the center comes out with one or two crumbs clinging to it. Allow the cupcakes to cool completely before frosting.', 'To make the frosting: Cream the butter and cream cheese together in a large bowl. Add the sugar, one cup at a time, beating well between each addition. Stir in the cinnamon until thoroughly combined. Then stir in the vanilla. Beat the mixture well, until light and fluffy.', 'Pipe onto cupcakes, sprinkle with a little cinnamon sugar and top with a drizzle of Dulce De Leche if desired.']"
Portuguese Healthy Breakfast,"['1   cup    plain yogurt', '4   tablespoons    corn flakes or 4   tablespoons    muesli', '1/2      papayas or 1/2     a slice pineapple', '1   tablespoon    seeds (linseed, sesame, sunflower ...)', '1   teaspoon    honey']","['Peel fruit and cut it into pieces. In a bowl place the fruit, yogurt, and cereals. Sprinkle with seeds and drizzle with honey.', 'Mix everything and enjoy.']"
I Want to Marry You Cookies,"['1   cup    butter', '1   cup    dark brown sugar (may add up to 1/4 cup more if desired)', '1/2  cup    granulated sugar', '1       egg', '1       egg yolk', '1   teaspoon    pure vanilla extract', '2   cups    flour', '1   cup   uncooked rolled oats', '1/2  teaspoon    baking soda', '1/2  teaspoon    salt', '1/4  teaspoon    ground cinnamon', '1   cup    white chocolate chips', '1   cup    chocolate chips (I like dark)']","['In a medium saucepan, melt the butter over medium heat until melted. Remove from the heat.', 'Add the dark brown sugar and granulated sugar and stir until sugars are incorporated and smooth. Chill the mixture for 10 minutes.', 'Remove from the refrigerator and stir in the egg, egg yolk, and vanilla.', 'Add the flour, oats, baking soda, 1/2 teaspoon salt, and cinnamon and mix together.', 'Stir in the white chocolate chips and chocolate chips.', 'Roll by hand into 24 medium-size balls or use a scoop, and place on a light-colored cookie sheet.', 'Chill for at least 30 minutes.', 'Preheat the oven to 325 degrees F. Remove the cookies from the refrigerator and bake for 12 to 14 minutes.', ""Melissa's  Note: About the name. These cookies are the surefire way to get someone to fall in love with you -- or at the very least gain a serious addiction to cookies. By giving these cookies away, you may need to be prepared for a marriage proposal on the spot. I have been baking since I was a little one. I was the only girl in a house full of brothers (5 to be exact), so I quickly found my spot in the kitchen. My love affair with baking started with cookies and it is how I won dates in high school by delivering them every Sunday night to my &quot;friends.&quot; Love would usually ensue. Now I find joy in baking them for my own 4 little ones and they are my ultimate taste testers in the quest for the perfect cookie. They say we got it years ago so it is about time to share it.""]"
Chocolate Delight,"['1   cup    flour', '1   cup   chopped pecans', '1/2  cup    margarine (softened)', '1 (8   ounce)    cream cheese (softened)', ""1   cup    confectioners' sugar"", '1 1/2  cups    Cool Whip', '2 (4   ounce) packages   instant chocolate pudding mix', '3   cups    milk']","['Mix flour, chopped pecans, and margarine together. Press into a baking dish and bake at 350 degrees for 20 minutes.', 'Mix cream cheese, confectioners sugar, and cool whip. Spread mixture on cooled crust, set aside.', 'Mix instant pudding with milk. Put this mixture on top of cream cheese mixture. Top with cool whip (as much as you want) and a few chopped pecans.', ""(Any type of pudding will do, but since it's called chocolate delight, I went with chocolate pudding.).""]"
Vegetarian Mexican Stir-Fry,"['1/2      green pepper, diced ', '1/2  small    onion, diced ', '1   cup   cooked black beans (if from a can then drain and rinse first)', '1/2  cup   canned diced tomato', '1/2  cup    frozen corn', '1   tablespoon    taco seasoning', '1   cup    cooked brown rice', '  hot sauce (optional)', '  salt']","['Spray skillet with cooking spray and saute green pepper and onion over medium heat until onion is translucent (just a few minutes).', 'Add the rest of the ingredients and cook 3-5 minutes.  Just spoon into a bowl and top with cheese, avocado, olives, jalepenos, etc. and voila!', '* The leftover tomatoes can be frozen in one or two small tupperware to be used later.', '** I make it even simpler by using an all-natural taco seasoning (Simply Organic or Trader Joes both make good ones), but you can also mix up your own blend of cumin, chili powder, garlic powder and cayenne (if you like it spicy).']"
Nif's Baconless Pasta Carbonara With Breadcrumbs,"['1   lb    linguine (or other pasta)', '2   tablespoons    olive oil, divided ', '1   tablespoon    butter', '4       garlic cloves, minced ', '1/2  cup   seasoned breadcrumbs', '4       eggs', '1/4  cup    milk', '1/2  cup    parmesan cheese, shredded, plus more to garnish  (optional)', '  salt and pepper', '1/4  cup    fresh parsley, chopped, garnish ']","['Boil pasta in salted water for 1 minute less than the package states.', 'Meanwhile, heat 1 tablespoon oil and the butter in a large frying pan over medium heat.', 'Add garlic and breadcrumbs and stir occasionally until everything smells delicious, about 5 minutes.', 'Remove breadcrumb mixture from the pan and set aside.', 'In a bowl, stir together eggs,milk and Parmesan cheese.', 'Pour 1 tablespoon olive oil in pan over medium heat.', 'When pasta is done, strain (do NOT rinse) and add to frying pan.', 'Stir to coat with oil and then add egg mixture.', 'Stir to coat pasta and then stir every minute or so for about 4 minutes, until eggs are mostly cooked.', 'Stir in breadcrumbs.', 'Salt and pepper to taste.', 'Pour into serving dish and top with optional garnish.']"
Spicy Southwest Pasta Salad,"['8   ounces    bow tie pasta (or pasta of your choice)', '2       hardboiled egg, chopped ', '1/2  cup    celery, chopped fine ', '1/4  cup   fresh salsa (homemade or the refrigerated variety sold in the produce section)', '2       scallions, chopped ', '1/4  cup    buttermilk', '1/4  cup    Miracle Whip (or mayonnaise)', '1/2  teaspoon    garlic powder', '1/8  teaspoon    cayenne pepper', '1/2  teaspoon    salt', '1/8  teaspoon    fresh ground black pepper']","['Cook pasta in salted boiling water until tender.', 'Drain pasta and rinse with cold water.', 'Combine all remaining ingredients in a large bowl.', 'Add pasta and stir until the pasta is coated.', 'Refrigerate at least an hour before serving.']"
Blow-Your-Mind Banana Pudding,"['1 (14   ounce) can   Eagle Brand Condensed Milk', '1 1/2  cups    cold water', '3 1/2  ounces    instant banana pudding mix', '1   pint    heavy whipping cream', ' sliced banana', '  vanilla wafer']","['Combine the condensed milk; water and pudding mix in a bowl.', 'Mix thoroughly and chill in the refrigerator.', 'Pour heavy whipping cream in a bowl and beat until stiff.', 'Combine your whipping cream and the pudding mixture together.', 'Place a layer of Nilla Wafers on the bottom of your dish and then layer your bananas on top of the wafers and then spoon your creamy pudding mixture on top and continue this process until all of your ingredients are gone.', 'Refrigerate until ready to serve.', 'ENJOY!', '*Ifyou would like you can always place your banana slices in the creamy pudding mixture if you would like and just spoon on top of the wafers*.']"
Slow Cooker Buffalo Chicken Chili,"['2 1/2  lbs    boneless skinless chicken thighs, cut into 1-inch pieces ', '1   large    onion, chopped ', '2   medium   stalk celery, sliced ', '2   medium    carrots, chopped ', '1 (28   ounce) can   diced tomatoes, undrained ', '1 (15   ounce) can   black beans, drained, rinsed ', '1   cup    chicken broth', '2   teaspoons    chili powder', '1/2  teaspoon    salt', '1/4  cup    buffalo wing sauce', ' crumbled blue cheese, if desired ']","['Spray 5- to 6-quart slow cooker with cooking spray.', 'In cooker, mix all ingredients except buffalo wing sauce and cheese', 'Cover; cook on Low heat setting 8 to 10 hours.', 'Stir in buffalo wing sauce. Serve sprinkled with blue cheese.']"
Creole Breakfast Stack,"['3   tablespoons    olive oil, divided ', '1/2  medium    yellow onion, chopped ', '1/4  cup    celery, diced ', '1   small    red bell pepper, chopped ', '2   large    garlic cloves, minced ', '2       plum tomatoes, seeded, diced ', '1   cup    chicken broth', '2       bay leaves', '1 1/2  teaspoons    cajun seasoning', '2   teaspoons    Worcestershire sauce', '  hot sauce, to taste ', '3       green onions, thinly sliced ', '  salt, to taste ', '  black pepper, to taste ', '12   medium    shrimp, deveined ', '2   cups    Simply Potatoes&reg; Shredded Hash Browns', '4       eggs']","['In a medium size saucepan, over medium heat, heat 2 teaspoons oil.  Add the chopped onion, celery, bell pepper and garlic and cook until onion begins to brown.  Add the chopped tomato and cook for an additional 1 to 2 minutes.', 'Add chicken broth, the seasonings, bay leaves, hot sauce and Worcestershire sauce; stir and reduce heat to simmer.  Simmer uncovered for 15 to 20 minutes or until most of liquid is absorbed.', 'While the sauce simmers, add a small amount of olive oil to heavy cast iron skillet.  Warm over medium heat.  When the oil is hot measure the hash browns using a 1/2 cup measure.  Place on hot skillet and form into patties flattening slightly with spatula. Season with salt and pepper to taste.  Allow to cook until a nice crust develops on the underside, drizzle lightly with additional olive oil and flip  and cook on the other side until crusty.', 'Peel the shrimp and cut in half lengthwise.  Add shrimp to sauce and cook until shrimp is no longer pink and cooked through.  Stir in the green onions reserving a portion of the green part for garnish.  Remove bay leaves, taste and adjust seasonings as needed.', 'Divide the hash browns among warmed plates.  In the skillet that the potatoes were cooked in cook the eggs done to your liking.  We like ours over medium.  Spoon sauce over plated potatoes  top each with sauce and a cooked egg .  Enjoy!']"
